Date,Open,High,Low,Close,Adj Close,Volume
2018-02-12,88.73999786376953,89.77999877929688,87.93000030517578,89.12999725341797,83.93504333496094,35720300
2018-02-13,88.93000030517578,90.0,87.80000305175781,89.83000183105469,84.59424591064453,26407700
2018-02-14,88.51000213623047,90.98999786376953,88.41000366210938,90.80999755859375,85.91883087158203,34960900
2018-02-15,91.20999908447266,92.72000122070312,90.62000274658203,92.66000366210938,87.66919708251953,27823900
2018-02-16,92.44999694824219,93.5,91.80000305175781,92.0,87.04474639892578,30596900
2018-02-20,91.4800033569336,93.05999755859375,91.01000213623047,92.72000122070312,87.72595977783203,30911700
2018-02-21,92.9800033569336,93.36000061035156,91.48999786376953,91.48999786376953,86.56222534179688,26922500
2018-02-22,92.05000305175781,92.7300033569336,91.36000061035156,91.7300033569336,86.78929901123047,24392800
2018-02-23,93.5999984741211,94.06999969482422,92.36000061035156,94.05999755859375,88.99378204345703,26329200
2018-02-26,94.4000015258789,95.44999694824219,94.25,95.41999816894531,90.28054809570312,30199800
2018-02-27,95.73999786376953,95.83999633789062,94.19999694824219,94.19999694824219,89.1262435913086,25869100
2018-02-28,94.83999633789062,95.70999908447266,93.62999725341797,93.7699966430664,88.71939849853516,31167300
2018-03-01,93.98999786376953,94.56999969482422,91.83999633789062,92.8499984741211,87.84896850585938,37135600
2018-03-02,91.58000183105469,93.1500015258789,90.86000061035156,93.05000305175781,88.03822326660156,32830400
2018-03-05,92.33999633789062,94.2699966430664,92.26000213623047,93.63999938964844,88.59639739990234,23901600
2018-03-06,94.33999633789062,94.48999786376953,92.94000244140625,93.31999969482422,88.29365539550781,22175800
2018-03-07,93.16000366210938,93.94000244140625,92.43000030517578,93.86000061035156,88.80455780029297,26716100
2018-03-08,94.2699966430664,95.0999984741211,93.7699966430664,94.43000030517578,89.3438491821289,25887800
2018-03-09,95.29000091552734,96.54000091552734,95.0,96.54000091552734,91.34021759033203,36937300
2018-03-12,96.5,97.20999908447266,96.04000091552734,96.7699966430664,91.55781555175781,26073700
2018-03-13,97.0,97.23999786376953,93.97000122070312,94.41000366210938,89.32494354248047,35387800
2018-03-14,95.12000274658203,95.41000366210938,93.5,93.8499984741211,88.79509735107422,32132000
2018-03-15,93.52999877929688,94.58000183105469,92.83000183105469,94.18000030517578,89.1073226928711,27611000
2018-03-16,94.68000030517578,95.37999725341797,93.91999816894531,94.5999984741211,89.50470733642578,49081300
2018-03-19,93.73999786376953,93.9000015258789,92.11000061035156,92.88999938964844,87.8868179321289,33344100
2018-03-20,93.05000305175781,93.7699966430664,93.0,93.12999725341797,88.11387634277344,23075200
2018-03-21,92.93000030517578,94.05000305175781,92.20999908447266,92.4800033569336,87.4989013671875,24457100
2018-03-22,91.2699966430664,91.75,89.66000366210938,89.79000091552734,84.95377349853516,38604700
2018-03-23,89.5,90.45999908447266,87.08000183105469,87.18000030517578,82.48435974121094,44068900
2018-03-26,90.61000061035156,94.0,90.4000015258789,93.77999877929688,88.72885131835938,56396800
2018-03-27,94.94000244140625,95.13999938964844,88.51000213623047,89.47000122070312,84.65100860595703,56569000
2018-03-28,89.81999969482422,91.2300033569336,88.87000274658203,89.38999938964844,84.57533264160156,52501100
2018-03-29,90.18000030517578,92.29000091552734,88.4000015258789,91.2699966430664,86.35404205322266,45867500
2018-04-02,90.47000122070312,90.87999725341797,87.51000213623047,88.5199966430664,83.75218200683594,48515400
2018-04-03,89.58000183105469,90.05000305175781,87.88999938964844,89.70999908447266,84.8780746459961,37213800
2018-04-04,87.8499984741211,92.76000213623047,87.7300033569336,92.33000183105469,87.35697174072266,35560000
2018-04-05,92.44000244140625,93.06999969482422,91.4000015258789,92.37999725341797,87.40428924560547,29771900
2018-04-06,91.48999786376953,92.45999908447266,89.4800033569336,90.2300033569336,85.37007904052734,38026000
2018-04-09,91.04000091552734,93.16999816894531,90.62000274658203,90.7699966430664,85.88098907470703,31533900
2018-04-10,92.38999938964844,93.27999877929688,91.63999938964844,92.87999725341797,87.87734985351562,26812000
2018-04-11,92.01000213623047,93.29000091552734,91.4800033569336,91.86000061035156,86.91227722167969,24872100
2018-04-12,92.43000030517578,94.16000366210938,92.43000030517578,93.58000183105469,88.53963470458984,26758900
2018-04-13,94.05000305175781,94.18000030517578,92.44000244140625,93.08000183105469,88.06657409667969,23346100
2018-04-16,94.06999969482422,94.66000366210938,93.41999816894531,94.16999816894531,89.09786224365234,20288100
2018-04-17,95.0,96.54000091552734,94.87999725341797,96.06999969482422,90.8955307006836,26771000
2018-04-18,96.22000122070312,96.72000122070312,95.5199966430664,96.44000244140625,91.24562072753906,21043300
2018-04-19,96.44000244140625,97.06999969482422,95.33999633789062,96.11000061035156,90.93338012695312,23552500
