Date,Open,High,Low,Close,Adj Close,Volume
2018-02-12,13.649999618530273,14.329999923706055,13.399999618530273,13.899999618530273,11.32683277130127,1727300
2018-02-13,13.899999618530273,14.100000381469727,13.550000190734863,13.850000381469727,11.286089897155762,1859000
2018-02-14,13.699999809265137,14.5,13.699999809265137,14.25,11.612041473388672,1981000
2018-02-15,14.399999618530273,14.880000114440918,14.229999542236328,14.649999618530273,11.937993049621582,2145600
2018-02-16,14.649999618530273,14.899999618530273,14.300000190734863,14.399999618530273,11.734272003173828,1433000
2018-02-20,14.649999618530273,15.0,14.3100004196167,14.5,11.815760612487793,2002300
2018-02-21,14.5,14.850000381469727,14.350000381469727,14.399999618530273,11.734272003173828,1164100
2018-02-22,14.5,14.899999618530273,14.25,14.300000190734863,11.652785301208496,1462800
2018-02-23,14.550000190734863,14.899999618530273,14.300000190734863,14.850000381469727,12.100967407226562,1826900
2018-02-26,14.850000381469727,15.899999618530273,14.850000381469727,15.449999809265137,12.589897155761719,3674100
2018-02-27,15.449999809265137,15.880000114440918,15.210000038146973,15.75,12.83436107635498,2167400
2018-02-28,15.800000190734863,15.880000114440918,14.850000381469727,15.0,12.223199844360352,3744100
2018-03-01,15.949999809265137,16.0,14.5,14.75,12.01948070526123,3739400
2018-03-02,14.699999809265137,15.850000381469727,14.5,15.75,12.83436107635498,3269800
2018-03-05,15.800000190734863,16.0,15.550000190734863,15.75,12.83436107635498,2160400
2018-03-06,15.800000190734863,16.079999923706055,15.300000190734863,15.949999809265137,12.997337341308594,1711700
2018-03-07,15.899999618530273,15.979999542236328,15.25,15.699999809265137,12.793617248535156,1385500
2018-03-08,15.600000381469727,16.0,15.5,15.550000190734863,12.671384811401367,1276300
2018-03-09,15.399999618530273,15.850000381469727,15.300000190734863,15.699999809265137,12.960309028625488,1377100
2018-03-12,15.699999809265137,15.829999923706055,15.449999809265137,15.649999618530273,12.91903305053711,1129200
2018-03-13,15.699999809265137,15.850000381469727,14.649999618530273,14.75,12.17608642578125,2206400
2018-03-14,14.899999618530273,15.130000114440918,14.699999809265137,15.050000190734863,12.423735618591309,1061300
2018-03-15,15.050000190734863,15.149999618530273,14.649999618530273,14.75,12.17608642578125,1052900
2018-03-16,14.800000190734863,14.800000190734863,14.0,14.199999809265137,11.722062110900879,2363300
2018-03-19,14.199999809265137,14.199999809265137,13.75,14.149999618530273,11.680788040161133,1988000
2018-03-20,14.199999809265137,14.5,13.949999809265137,14.050000190734863,11.598237991333008,1145200
2018-03-21,13.949999809265137,14.600000381469727,13.949999809265137,14.149999618530273,11.680788040161133,1009500
2018-03-22,13.949999809265137,14.300000190734863,13.579999923706055,13.800000190734863,11.391862869262695,1414500
2018-03-23,13.850000381469727,14.300000190734863,13.800000190734863,13.899999618530273,11.47441291809082,1473200
2018-03-26,14.100000381469727,14.149999618530273,13.75,13.949999809265137,11.5156888961792,946600
2018-03-27,14.050000190734863,14.100000381469727,13.550000190734863,13.600000381469727,11.226764678955078,1392000
2018-03-28,13.649999618530273,14.100000381469727,13.449999809265137,13.5,11.14421558380127,1289800
2018-03-29,13.600000381469727,14.25,13.600000381469727,14.050000190734863,11.598237991333008,1431500
2018-04-02,13.949999809265137,14.600000381469727,13.949999809265137,14.149999618530273,11.680788040161133,1864100
2018-04-03,14.199999809265137,15.329999923706055,14.199999809265137,15.25,12.588834762573242,2412400
2018-04-04,15.0,15.800000190734863,14.800000190734863,15.399999618530273,12.712658882141113,2902800
2018-04-05,15.600000381469727,16.399999618530273,15.350000381469727,16.350000381469727,13.496883392333984,2893700
2018-04-06,16.200000762939453,16.799999237060547,16.100000381469727,16.450000762939453,13.579432487487793,2309000
2018-04-09,16.600000381469727,16.850000381469727,16.450000762939453,16.450000762939453,13.579432487487793,1424600
